Tile_Name,R_mean,R_std,R_min,R_max,G_mean,G_std,G_min,G_max,B_mean,B_std,B_min,B_max,Gray_mean,Gray_std,Gray_min,Gray_max,Edge_mean,Edge_std,Texture_contrast,Texture_energy,Texture_homogeneity,Texture_correlation,Area,Perimeter,Compactness,Hist_R,Hist_G,Hist_B,Saturation_mean,Brightness_mean,target
image_242,179.6449,41.2088,42.0,255.0,126.8229,41.9741,21.0,243.0,121.2213,39.3784,26.0,245.0,141.9781,39.8332,27.849,246.816,26.0654,29.1246,1586.6854,0.3344,0.0697,0.8355,994.0,31.5278,1.0,61.75,59.5,51.75,83.0,179.0,1
image_241,134.8056,38.9795,72.0,255.0,209.9536,9.8238,139.0,252.0,239.7585,19.0498,136.0,255.0,190.8821,14.2022,120.791,251.529,3.3393,5.9071,201.7032,0.5634,0.2237,0.4027,1466.0,38.2884,1.0,12.0,6.0,8.0,112.0,239.0,1
image_240,117.5357,11.6358,79.0,167.0,188.3571,37.7424,75.0,217.0,220.1714,54.5197,78.0,255.0,170.8084,28.3121,76.951,192.628,7.6578,11.6512,801.5758,0.461,0.0622,-0.0542,140.0,11.8322,1.0,9.0,7.25,8.0,119.0,220.0,1
image_238,182.9767,27.9063,95.0,237.0,182.345,27.0095,98.0,234.0,183.007,25.8559,107.0,234.0,182.6093,27.1104,98.129,234.31,13.6623,11.5267,734.9729,0.5241,0.096,0.998,429.0,20.7123,1.0,42.0,41.0,41.0,1.0,183.0,1
image_232,200.1613,39.7359,72.0,255.0,206.974,33.3131,85.0,255.0,211.4305,28.0105,101.0,255.0,205.445,34.5182,83.051,255.0,16.0387,13.7796,1191.5074,0.6674,0.0531,0.9919,6534.0,80.8332,1.0,70.0,55.0,43.0,13.0,211.0,1
image_231,213.7454,27.4168,34.0,255.0,205.5245,28.0634,24.0,255.0,198.7217,28.42,25.0,255.0,207.207,27.8809,27.104,254.43,33.3164,19.9381,777.3464,0.6722,0.0915,0.9976,9933.0,99.6644,1.0,40.0,40.0,40.0,18.0,213.0,1
image_230,205.419,22.4929,151.0,247.0,196.7905,22.5364,142.0,238.0,187.3857,22.6211,132.0,229.0,198.2983,22.5251,143.665,239.665,29.3068,18.3063,507.3821,0.6125,0.087,0.9989,210.0,14.4914,1.0,35.75,35.75,35.75,22.0,205.0,1
image_229,131.7026,33.3749,82.0,187.0,77.1599,25.722,40.0,122.0,80.0855,19.721,41.0,117.0,93.8017,27.1986,52.672,139.669,10.6739,13.8301,739.7626,0.1467,0.0455,0.9888,269.0,16.4012,1.0,64.0,50.0,35.0,105.0,131.0,1
image_228,168.3879,39.2198,0.0,227.0,176.9336,37.3498,0.0,231.0,183.7933,35.385,9.0,234.0,175.1604,37.5102,1.026,230.146,10.2544,16.4331,1407.0178,0.4935,0.0704,0.9847,1490.0,38.6005,1.0,58.0,47.0,39.0,21.0,183.0,1
image_227,121.7495,33.8838,51.0,224.0,122.2874,33.497,54.0,220.0,129.987,31.3588,64.0,221.0,123.0043,33.2728,54.83,221.082,25.759,20.2833,1107.0791,0.2497,0.0794,0.9903,1002.0,31.6544,1.0,49.0,49.0,47.0,16.0,129.0,1
image_223,72.7256,38.7127,1.0,148.0,71.2134,39.6902,0.0,147.0,77.9695,40.397,4.0,155.0,72.4358,39.4564,0.755,148.211,21.0711,20.7633,1556.8107,0.1046,0.0746,0.998,164.0,12.8062,1.0,55.5,61.5,60.25,20.0,77.0,1
image_222,193.5614,21.3648,148.0,230.0,189.1579,21.2733,144.0,225.0,187.1579,21.2923,141.0,221.0,190.2465,21.2949,144.854,226.039,30.0476,19.1693,453.4711,0.5636,0.0994,0.9994,57.0,7.5498,1.0,36.0,36.0,38.0,8.0,193.0,1
image_221,220.7568,9.2573,200.0,237.0,226.973,8.3066,212.0,241.0,229.0,8.9412,209.0,245.0,225.3454,8.3136,209.928,238.167,8.5252,5.5971,69.1167,0.782,0.1822,0.8494,37.0,6.0828,1.0,16.0,12.0,13.0,10.0,229.0,1
image_220,173.0127,44.4743,38.0,228.0,186.1013,44.2503,47.0,238.0,196.1772,43.1807,56.0,249.0,183.3364,44.1729,45.335,236.036,29.4058,34.0381,1951.2418,0.5469,0.0521,0.9987,79.0,8.8882,1.0,68.5,67.0,64.5,30.0,196.0,1
image_219,113.251,33.9699,30.0,227.0,99.9473,34.0211,31.0,199.0,102.053,32.88,33.0,196.0,104.1651,32.7537,32.368,201.05,22.1568,19.1645,1072.8035,0.1834,0.0754,0.8652,3263.0,57.1227,1.0,42.0,48.0,50.0,32.0,113.0,1
image_275,145.0782,25.11,16.0,212.0,143.3878,25.5192,16.0,216.0,143.1156,26.032,14.0,216.0,143.8622,25.4214,15.772,214.69,24.9315,19.411,646.2466,0.3282,0.1073,0.9971,294.0,17.1464,1.0,33.0,33.0,36.0,4.0,145.0,1
image_273,140.9444,31.0956,85.0,226.0,150.0463,30.0533,85.0,238.0,161.9043,29.5451,95.0,252.0,148.6767,30.0808,86.14,236.008,18.1331,19.7815,904.8538,0.3539,0.0975,0.969,324.0,18.0,1.0,40.25,28.25,28.25,33.0,161.0,1
image_271,153.6801,45.0446,29.0,255.0,145.0046,46.1629,19.0,250.0,145.2357,44.4036,24.0,243.0,147.625,45.4752,22.902,250.355,32.2949,25.3458,2067.99,0.367,0.0631,0.9895,2151.0,46.3789,1.0,67.0,71.0,68.0,13.0,153.0,1
image_266,144.1055,36.6088,86.0,252.0,94.1073,37.2342,44.0,205.0,103.6637,32.4605,57.0,201.0,110.1462,36.1403,58.154,216.803,10.4726,16.3538,1306.118,0.2067,0.0968,0.9552,559.0,23.6432,1.0,37.0,37.5,33.0,89.0,144.0,1
image_265,196.4357,37.4273,47.0,255.0,193.0155,33.8541,63.0,255.0,189.2207,30.8914,37.0,246.0,193.6055,34.4145,59.948,252.834,18.1423,14.9276,1184.3572,0.5947,0.079,0.9887,4377.0,66.1589,1.0,56.0,48.0,41.0,9.0,196.0,1
image_264,149.1653,27.3903,54.0,219.0,153.88,27.2669,56.0,215.0,160.1816,25.2574,69.0,217.0,153.1887,27.0206,56.884,216.31,17.5048,13.9671,730.1136,0.3721,0.105,0.9939,4284.0,65.4523,1.0,34.25,35.0,33.0,18.0,160.0,1
image_260,176.717,18.3509,115.0,208.0,206.6833,13.2969,135.0,229.0,234.768,9.5382,161.0,255.0,200.925,14.1039,132.881,224.033,3.2636,5.521,198.9191,0.6239,0.1135,0.9617,1866.0,43.1972,1.0,33.0,20.0,11.0,63.0,234.0,1
image_257,205.3713,34.4341,43.0,255.0,210.5014,33.7585,61.0,255.0,212.8159,33.038,70.0,255.0,209.2313,33.747,56.758,255.0,13.3732,16.2604,1138.8582,0.6908,0.0845,0.9891,3682.0,60.6795,1.0,48.0,46.0,46.0,8.0,212.0,1
image_255,203.6916,26.0414,126.0,251.0,194.7277,25.9498,117.0,243.0,186.0,25.956,108.0,233.0,196.4129,25.965,118.665,244.138,33.8272,20.6028,674.181,0.6036,0.0903,0.9992,694.0,26.3439,1.0,37.0,37.75,38.75,21.0,203.0,1
image_254,197.5714,36.5748,69.0,244.0,192.2612,35.4893,63.0,237.0,186.8204,34.3363,63.0,230.0,193.2287,35.6514,64.794,238.181,22.3162,23.5745,1271.0228,0.5937,0.0963,0.9979,245.0,15.6525,1.0,26.0,23.0,24.0,14.0,197.0,1
image_253,156.6141,49.2851,37.0,255.0,179.9711,25.0651,107.0,249.0,193.9968,25.361,131.0,246.0,174.5863,28.7588,91.656,250.452,20.4709,15.2246,827.0689,0.4815,0.0947,0.7539,311.0,17.6352,1.0,85.0,34.0,39.0,49.0,193.0,1
image_252,191.1398,51.9081,20.0,255.0,184.5027,52.5124,5.0,255.0,181.6612,49.8172,12.0,255.0,186.1633,51.9796,10.283,254.701,30.3503,25.025,2701.8822,0.5745,0.0471,0.9969,1659.0,40.7308,1.0,86.0,86.5,81.5,13.0,191.0,1
image_251,166.5159,38.6237,44.0,248.0,162.4932,37.6127,40.0,243.0,161.289,35.8146,41.0,237.0,163.5587,37.6646,41.31,243.811,37.2947,26.2136,1418.6231,0.4332,0.0775,0.997,661.0,25.7099,1.0,54.0,54.0,50.0,8.0,166.0,1
image_247,211.5893,13.6745,174.0,234.0,122.7143,14.3772,89.0,146.0,129.9107,13.8632,97.0,150.0,150.1083,13.6503,117.202,170.007,16.6826,11.8176,186.3311,0.3494,0.1252,0.8435,56.0,7.4833,1.0,19.75,20.25,20.75,108.0,211.0,1
image_246,164.128,48.3555,38.0,255.0,158.8249,41.3481,40.0,239.0,163.6078,33.7656,52.0,236.0,160.9558,41.0623,40.77,241.05,21.9416,18.4819,1686.111,0.4243,0.0668,0.8518,1211.0,34.7994,1.0,90.0,70.5,52.0,9.0,164.0,1
image_245,218.6957,8.2327,202.0,231.0,225.0435,8.3639,210.0,238.0,230.3913,8.8305,216.0,247.0,223.7551,8.1513,209.189,236.335,8.399,6.4441,66.443,0.771,0.1752,0.9341,23.0,4.7958,1.0,12.0,13.5,9.5,13.0,230.0,1
image_303,113.256,23.3602,41.0,170.0,165.5409,32.8891,47.0,222.0,199.6346,42.7428,63.0,255.0,153.7944,28.2149,47.03,206.626,21.0641,14.2737,796.0786,0.376,0.0936,0.5414,832.0,28.8444,1.0,36.0,43.0,53.0,110.0,199.0,1
image_300,133.1523,34.827,43.0,224.0,133.8078,48.4824,26.0,220.0,141.8134,51.075,34.0,225.0,134.5245,43.9297,31.995,221.168,10.5936,15.764,1929.8174,0.308,0.0576,0.9151,1431.0,37.8286,1.0,42.0,91.0,102.0,14.0,141.0,1
image_299,182.3694,11.7377,123.0,208.0,206.964,11.7775,145.0,229.0,226.4595,12.223,164.0,246.0,201.8327,11.65,140.887,224.659,6.67,10.2121,135.7236,0.6286,0.2215,0.9599,444.0,21.0713,1.0,11.0,10.0,8.0,50.0,226.0,1
image_298,141.0059,57.1689,26.0,228.0,193.9385,28.8898,71.0,238.0,223.4568,20.6188,102.0,255.0,181.4767,34.3045,61.079,235.238,15.3851,15.5859,1176.7974,0.5246,0.0685,0.8748,1366.0,36.9594,1.0,118.0,45.0,14.0,94.0,223.0,1
image_297,194.8408,13.8916,99.0,217.0,200.8628,14.002,99.0,223.0,206.089,13.1419,109.0,229.0,199.658,13.7585,100.14,221.591,9.2819,9.2635,189.2956,0.616,0.2006,0.9751,955.0,30.9031,1.0,11.5,11.0,11.0,15.0,206.0,1
image_296,204.4286,30.9291,70.0,255.0,208.1085,26.8259,73.0,255.0,209.443,24.6592,78.0,251.0,207.1603,27.2492,72.673,254.43,19.2914,18.9521,742.5166,0.6714,0.0935,0.9506,1106.0,33.2566,1.0,53.0,35.0,32.75,6.0,209.0,1
image_294,158.4656,38.1176,40.0,248.0,158.5608,40.7117,30.0,238.0,161.0366,40.361,31.0,236.0,158.8146,39.8154,33.104,240.762,19.2709,21.2044,1585.2657,0.4123,0.0561,0.9932,683.0,26.1343,1.0,56.5,62.0,63.0,5.0,161.0,1
image_293,186.9222,7.545,92.0,205.0,197.232,7.5576,107.0,213.0,204.1101,8.7533,112.0,221.0,194.9335,7.3424,103.085,210.025,4.0651,6.3114,53.9112,0.5852,0.2772,0.8308,681.0,26.096,1.0,7.0,8.0,12.0,23.0,204.0,1
image_290,157.8057,29.7748,62.0,255.0,135.7099,44.0424,31.0,219.0,145.2361,42.0996,39.0,222.0,143.4025,36.5628,41.181,224.777,7.0434,12.4368,1336.8382,0.3368,0.0609,0.601,4405.0,66.3702,1.0,34.0,81.0,78.0,36.0,157.0,1
image_288,214.4377,28.6445,97.0,255.0,210.7224,29.5193,89.0,254.0,206.6601,28.2022,87.0,251.0,211.3702,29.0834,91.164,253.957,20.6022,14.7312,845.8449,0.7001,0.0849,0.9975,1524.0,39.0384,1.0,36.0,37.0,35.0,10.0,214.0,1
image_287,164.0702,14.7239,110.0,195.0,201.054,14.6727,142.0,231.0,235.2068,14.2179,180.0,255.0,193.8893,14.5587,136.764,222.972,18.8279,12.7644,211.9569,0.5814,0.1387,0.9821,2036.0,45.1221,1.0,21.0,22.0,21.0,77.0,235.0,1
image_284,118.1046,17.4771,61.0,199.0,199.7314,16.1609,129.0,225.0,238.8071,14.0744,167.0,255.0,179.7796,15.4779,114.837,215.925,8.7696,6.9536,239.5668,0.5007,0.1452,0.8221,2323.0,48.1975,1.0,21.0,20.0,15.0,129.0,238.0,1
image_281,220.7048,11.9051,170.0,238.0,219.2667,11.4893,165.0,236.0,209.919,11.4021,161.0,225.0,218.631,11.5341,166.039,235.23,8.9925,8.4872,133.0356,0.7371,0.1808,0.9843,210.0,14.4914,1.0,12.0,10.75,10.75,13.0,220.0,1
image_280,164.896,56.817,0.0,255.0,165.3044,50.7749,3.0,255.0,159.8051,49.8332,0.0,250.0,164.5554,52.3354,5.934,254.43,22.7713,21.0202,2738.9948,0.4586,0.054,0.9939,4931.0,70.2211,1.0,79.0,72.0,64.0,9.0,165.0,1
image_279,113.7142,54.9124,16.0,241.0,166.2128,27.7639,19.0,244.0,197.4252,33.462,36.0,255.0,154.0739,30.119,20.041,243.673,9.9114,12.747,907.157,0.379,0.0796,0.5498,2274.0,47.6865,1.0,102.0,37.0,45.0,109.0,197.0,1
image_276,182.631,26.8195,121.0,227.0,191.9332,22.3692,127.0,226.0,197.385,17.3025,141.0,224.0,189.7733,23.0313,126.802,225.843,4.7324,6.6757,530.4428,0.562,0.1068,0.9874,374.0,19.3391,1.0,45.0,34.0,25.0,19.0,197.0,1
image_339,228.3153,13.335,135.0,255.0,231.1621,14.0359,133.0,255.0,232.7722,14.3288,136.0,255.0,230.4945,13.8028,133.94,255.0,6.5134,9.7056,190.5182,0.82,0.2221,0.9859,1462.0,38.2361,1.0,6.0,6.0,7.0,4.0,232.0,1
image_337,189.2645,42.7926,57.0,255.0,183.1861,44.1451,44.0,255.0,176.7744,40.6662,50.0,255.0,184.2726,43.2887,51.006,255.0,23.411,25.3079,1873.9088,0.551,0.0635,0.9972,1977.0,44.4635,1.0,59.0,59.0,53.0,18.0,189.0,1
image_332,221.8696,23.6203,129.0,254.0,224.2188,23.7514,129.0,255.0,228.0652,23.3313,131.0,255.0,223.9549,23.644,129.228,254.701,24.639,17.5257,559.0376,0.7799,0.1122,0.9976,690.0,26.2679,1.0,28.75,29.5,29.0,8.0,228.0,1
image_328,60.3367,39.7764,2.0,179.0,118.5102,39.2588,60.0,227.0,170.5408,27.1181,123.0,250.0,107.0478,37.7234,49.84,214.928,18.3258,14.5783,1423.0528,0.1981,0.0843,0.9827,98.0,9.8995,1.0,37.5,38.5,29.75,165.0,170.0,1
image_327,138.5159,36.2542,0.0,197.0,169.956,43.7831,0.0,228.0,198.3839,49.3788,7.0,255.0,163.7962,41.7919,1.097,221.809,16.9787,17.1706,1746.5637,0.4395,0.0891,0.9603,409.0,20.2237,1.0,50.0,38.0,36.0,77.0,198.0,1
image_326,163.9851,18.62,107.0,207.0,196.7773,17.3479,148.0,244.0,225.3341,15.6306,186.0,255.0,190.2279,16.9695,141.241,231.201,18.7858,13.6946,287.9649,0.5609,0.141,0.8732,871.0,29.5127,1.0,26.0,24.5,23.0,70.0,225.0,1
image_324,162.9664,30.5947,61.0,235.0,161.3485,36.8956,44.0,240.0,166.2635,38.103,52.0,240.0,162.3926,34.7424,49.995,238.206,27.3614,21.4205,1207.0362,0.4241,0.0819,0.9469,1518.0,38.9615,1.0,38.0,49.0,53.5,8.0,166.0,1
image_320,189.4613,25.9452,131.0,255.0,135.8856,24.2867,66.0,195.0,133.6482,22.3568,67.0,184.0,151.6497,24.2608,88.625,211.686,11.8281,18.1927,588.5874,0.3627,0.0791,0.9496,813.0,28.5132,1.0,38.0,36.0,32.0,76.0,189.0,1
image_318,198.8358,34.439,129.0,255.0,155.8432,40.0935,82.0,252.0,151.8938,35.0268,84.0,250.0,168.2478,37.3919,100.069,252.669,19.5752,25.0457,1398.1546,0.4568,0.0928,0.9491,810.0,28.4605,1.0,55.0,65.0,58.0,61.0,198.0,1
image_317,144.0425,37.3751,58.0,255.0,75.1309,34.028,6.0,233.0,82.1876,28.5744,22.0,238.0,96.5399,34.1057,26.86,239.92,10.9735,18.088,1163.1967,0.1612,0.0941,0.9704,3981.0,63.0952,1.0,44.0,38.0,33.0,122.0,144.0,1
image_316,204.5236,38.7863,95.0,255.0,134.3062,36.7551,47.0,194.0,127.9355,30.504,54.0,198.0,154.5749,36.4668,65.008,210.871,10.3865,20.1825,1329.8302,0.3879,0.0569,0.9831,2015.0,44.8888,1.0,58.0,59.5,51.5,96.0,204.0,1
image_315,190.704,40.7143,103.0,255.0,149.1408,39.6136,66.0,225.0,145.9495,35.0915,71.0,226.0,161.2044,38.3796,78.22,234.084,24.6435,27.6964,1472.9908,0.4223,0.0601,0.8872,277.0,16.6433,1.0,71.0,72.0,61.0,60.0,190.0,1
image_312,162.6128,13.9285,93.0,229.0,224.2749,24.302,94.0,249.0,242.0028,28.924,91.0,255.0,207.8589,19.8481,94.288,243.134,6.6584,11.608,393.9457,0.6705,0.203,0.4966,4282.0,65.437,1.0,10.0,8.0,9.0,84.0,242.0,1
image_311,201.841,12.2008,116.0,236.0,199.1164,12.2126,114.0,233.0,192.2199,11.8403,113.0,226.0,199.1449,12.1267,114.712,233.099,4.8467,5.432,147.0571,0.6122,0.1757,0.9922,3238.0,56.9034,1.0,15.0,15.0,15.0,11.0,201.0,1
image_305,220.4358,31.5083,84.0,255.0,219.7466,31.8182,80.0,255.0,218.298,31.1396,81.0,255.0,219.7875,31.6331,81.31,255.0,26.3114,19.4884,1000.654,0.7583,0.0953,0.9987,943.0,30.7083,1.0,41.0,42.5,40.0,2.0,220.0,1
image_304,219.7538,30.2373,124.0,255.0,220.3674,30.1081,122.0,255.0,221.0985,28.9775,123.0,255.0,220.2673,29.9901,122.712,255.0,23.9435,17.4965,899.405,0.76,0.1057,0.9985,264.0,16.2481,1.0,42.25,40.25,36.0,2.0,221.0,1
image_377,164.0936,21.6938,106.0,244.0,171.7571,21.0762,109.0,245.0,176.8412,18.5894,121.0,241.0,170.0453,20.9349,109.77,244.017,11.8561,14.9605,438.2693,0.4514,0.1326,0.9931,844.0,29.0517,1.0,27.0,26.0,21.25,17.0,176.0,1
image_376,147.411,37.9479,49.0,243.0,199.5835,26.7284,51.0,251.0,221.3368,34.6492,48.0,255.0,186.4638,24.0881,51.854,248.95,17.857,14.1869,580.2378,0.5436,0.1266,0.2493,3798.0,61.6279,1.0,68.0,25.0,42.0,85.0,221.0,1
image_375,151.0,46.4812,77.0,220.0,150.375,46.6421,75.0,219.0,151.4375,47.1142,74.0,224.0,150.683,46.638,75.712,219.869,35.8175,34.3046,2175.1041,0.3826,0.059,0.9996,16.0,4.0,1.0,67.5,68.0,67.75,2.0,151.0,1
image_370,179.8114,19.3954,68.0,235.0,194.6941,16.8185,83.0,244.0,207.5155,13.9603,102.0,253.0,191.7058,17.0884,80.681,242.335,4.4309,8.6935,292.0144,0.5697,0.1405,0.9734,2805.0,52.9623,1.0,27.0,23.0,19.0,34.0,207.0,1
image_369,191.7406,49.9692,74.0,255.0,177.6802,50.5235,41.0,253.0,178.7626,43.9163,48.0,248.0,182.0076,47.6082,51.665,252.729,9.1996,14.2808,2266.544,0.5443,0.0449,0.8298,2051.0,45.288,1.0,77.0,96.0,74.0,19.0,191.0,1
image_368,162.5624,16.9791,113.0,241.0,162.5843,16.9219,111.0,236.0,167.7135,16.2116,111.0,232.0,163.1624,16.8103,112.168,237.039,4.9703,7.2798,282.5851,0.4138,0.1647,0.9916,1780.0,42.19,1.0,17.0,18.0,18.0,8.0,167.0,1
image_362,132.5479,45.6919,65.0,255.0,76.069,38.7635,24.0,228.0,82.6858,32.3743,40.0,244.0,93.7105,39.8479,38.083,237.897,15.7958,27.9348,1587.8512,0.1595,0.0673,0.9814,261.0,16.1555,1.0,26.0,20.0,19.0,108.0,132.0,1
image_361,97.9515,29.4204,47.0,166.0,131.3288,27.7076,68.0,191.0,174.4169,22.1076,113.0,226.0,126.261,27.3256,68.09,187.059,13.6287,14.6995,746.6876,0.2566,0.1006,0.9686,1113.0,33.3617,1.0,49.0,39.0,30.0,113.0,174.0,1
image_359,155.9881,37.6289,64.0,244.0,122.9289,54.8723,41.0,238.0,136.8415,39.0961,49.0,226.0,134.3996,34.5982,54.072,223.242,24.5223,23.4079,1197.0369,0.2962,0.0816,-0.3444,675.0,25.9808,1.0,53.5,93.0,57.5,54.0,155.0,1
image_358,133.7372,57.6659,4.0,252.0,142.7332,62.9812,3.0,255.0,154.08,60.4796,38.0,255.0,141.3369,60.0617,10.139,254.103,19.0516,21.4401,3607.413,0.3627,0.0357,0.9307,1012.0,31.8119,1.0,102.0,111.0,103.0,35.0,154.0,1
image_357,124.8748,34.3521,38.0,250.0,135.7181,48.5806,19.0,238.0,130.0706,46.3476,19.0,231.0,131.8321,38.6143,24.909,238.099,29.7417,25.144,1491.0633,0.2902,0.0664,0.3445,2196.0,46.8615,1.0,33.0,92.0,87.0,21.0,135.0,1
image_356,176.7384,31.0814,40.0,255.0,185.2352,37.0679,44.0,255.0,191.441,42.5178,45.0,255.0,183.4021,34.8493,42.918,255.0,28.2961,21.9815,1214.4719,0.536,0.0765,0.8781,2542.0,50.4183,1.0,39.0,56.75,70.0,20.0,191.0,1
image_355,167.3531,46.4087,36.0,246.0,194.3618,29.4717,82.0,248.0,209.1247,31.0415,91.0,255.0,187.9692,31.21,74.243,246.107,19.2021,18.0421,974.0662,0.5583,0.0968,0.713,3665.0,60.5392,1.0,81.0,39.0,52.0,51.0,209.0,1
image_354,144.7223,39.8889,55.0,239.0,186.3273,28.2724,98.0,248.0,210.7291,30.7834,110.0,255.0,176.6692,28.7234,96.378,246.107,17.9124,18.859,825.0346,0.4927,0.0884,0.6602,443.0,21.0476,1.0,51.0,43.0,41.0,80.0,210.0,1
image_348,158.8425,50.92,44.0,255.0,98.9756,39.0284,17.0,253.0,97.9415,33.3738,23.0,250.0,116.7579,40.4571,28.149,253.256,12.6398,22.4685,1636.7786,0.2348,0.0471,0.8586,2788.0,52.8015,1.0,97.0,70.0,54.0,98.0,158.0,1
image_345,207.4021,33.9673,141.0,255.0,143.64,33.9018,75.0,209.0,140.7208,26.6786,74.0,198.0,162.3721,33.0033,94.962,221.5,12.9496,18.9969,1089.2195,0.4222,0.0671,0.9916,1164.0,34.1174,1.0,69.0,67.0,48.0,83.0,207.0,1
image_406,169.0483,54.7485,3.0,255.0,169.0469,51.3194,0.0,254.0,171.1773,46.2794,14.0,249.0,169.2902,51.4785,2.493,253.615,14.5198,15.515,2650.0339,0.4815,0.0581,0.9851,4282.0,65.437,1.0,94.0,85.0,74.0,3.0,171.0,1
image_405,164.868,32.0753,59.0,237.0,170.2939,28.5072,64.0,238.0,173.0827,27.183,40.0,241.0,168.9895,29.1157,60.666,237.288,14.0684,13.1022,847.7244,0.4522,0.0959,0.9822,1742.0,41.7373,1.0,45.75,37.0,31.0,13.0,173.0,1
image_404,155.7038,42.5794,12.0,238.0,162.863,40.3474,13.0,230.0,164.7513,43.449,0.0,232.0,160.9377,41.1952,14.753,232.05,13.9171,19.2136,1697.0445,0.4244,0.0734,0.9895,3744.0,61.1882,1.0,52.0,46.0,46.0,14.0,164.0,1
image_403,205.1,36.1246,48.0,255.0,208.6177,36.4637,51.0,255.0,212.7634,36.1934,58.0,255.0,208.0385,36.201,50.901,255.0,17.7815,15.0195,1310.5102,0.6857,0.1088,0.9874,4188.0,64.7148,1.0,38.0,34.0,32.0,8.0,212.0,1
image_402,190.8077,31.4368,34.0,240.0,200.5626,31.2904,37.0,242.0,208.1093,30.4536,44.0,248.0,198.5062,31.0328,36.901,240.912,10.4102,15.4226,963.0347,0.6208,0.1146,0.9777,5990.0,77.3951,1.0,33.0,24.0,19.0,22.0,208.0,1
image_398,204.5032,8.8105,172.0,222.0,209.6576,8.6377,185.0,230.0,212.7565,8.8018,191.0,238.0,208.4697,8.6176,181.797,227.036,2.3239,3.2685,74.2636,0.6695,0.1612,0.9644,1729.0,41.5812,1.0,15.0,15.0,15.0,10.0,212.0,1
image_390,209.6134,8.8004,125.0,253.0,210.9225,8.9611,123.0,252.0,210.836,9.0131,124.0,254.0,210.5212,8.8815,123.712,252.228,5.8575,7.8876,78.8816,0.6828,0.2654,0.9875,4012.0,63.3404,1.0,8.0,8.0,8.0,1.0,210.0,1
image_389,144.462,33.5691,22.0,255.0,142.5317,31.4927,25.0,244.0,147.3028,30.4478,40.0,252.0,143.6528,29.9409,25.813,248.201,10.0418,14.2801,896.4592,0.3311,0.1125,0.7345,7818.0,88.4195,1.0,39.0,28.0,28.0,9.0,147.0,1
image_386,156.9714,45.1025,51.0,251.0,133.1568,54.294,33.0,235.0,126.7296,53.9175,33.0,237.0,139.5447,51.2479,38.382,237.014,25.7638,27.6307,2626.3457,0.3399,0.0383,0.9777,2060.0,45.3872,1.0,82.0,107.0,108.0,49.0,156.0,1
image_385,171.2614,37.8744,24.0,239.0,173.2731,38.2429,20.0,234.0,175.3988,37.7655,34.0,234.0,172.9139,37.6351,22.792,232.049,21.7535,22.9889,1416.3971,0.4816,0.0785,0.9643,1783.0,42.2256,1.0,50.0,47.0,49.0,6.0,175.0,1
image_384,138.6184,53.8793,48.0,231.0,158.9245,29.8556,86.0,223.0,185.5122,30.2127,83.0,239.0,155.884,32.9032,90.784,225.164,18.7554,19.9379,1082.6198,0.3903,0.0638,0.8723,490.0,22.1359,1.0,107.75,50.75,38.0,65.0,185.0,1
image_383,162.0416,44.0756,35.0,255.0,158.0013,43.2256,36.0,253.0,157.5654,40.8158,40.0,247.0,159.1597,43.0927,36.271,252.914,33.4212,22.6761,1856.9839,0.4181,0.0622,0.9918,1514.0,38.9102,1.0,63.0,60.0,56.75,8.0,162.0,1
image_382,180.8208,35.9755,35.0,218.0,190.8935,35.9416,41.0,227.0,196.779,34.3585,47.0,232.0,188.5527,35.6555,40.189,224.879,13.0707,24.8849,1271.3141,0.5663,0.0634,0.9891,742.0,27.2397,1.0,48.0,39.75,32.0,21.0,196.0,1
image_381,169.2727,26.4582,86.0,237.0,180.4167,24.6995,100.0,241.0,188.7777,22.9827,113.0,246.0,178.0378,24.9452,97.296,240.146,20.3139,15.3573,622.265,0.497,0.0987,0.9903,1687.0,41.0731,1.0,40.0,35.0,31.0,26.0,188.0,1
image_380,94.5905,33.0966,25.0,155.0,95.7524,36.4524,22.0,161.0,103.7429,34.8521,33.0,167.0,96.3159,35.235,24.151,159.591,14.7039,14.2479,1241.5053,0.1618,0.0724,0.9956,105.0,10.247,1.0,55.0,59.0,57.0,22.0,103.0,1
image_379,202.4815,14.9362,156.0,228.0,183.5802,14.8406,138.0,210.0,174.963,14.8269,128.0,205.0,188.2493,14.7108,142.242,213.915,5.2998,4.3042,216.4081,0.5483,0.137,0.966,81.0,9.0,1.0,21.0,22.0,21.0,35.0,202.0,1
image_435,222.0293,9.5761,134.0,249.0,228.8122,9.2182,139.0,255.0,233.5252,9.3945,142.0,255.0,227.3214,9.2477,137.847,253.206,8.201,7.4096,85.5194,0.796,0.2191,0.9688,1704.0,41.2795,1.0,12.0,11.0,10.0,12.0,233.0,1
image_434,87.6795,28.5964,6.0,212.0,76.1454,29.4044,0.0,199.0,82.5197,29.0558,11.0,206.0,80.3208,28.8701,3.39,203.685,18.541,18.399,833.4834,0.112,0.1033,0.9698,1114.0,33.3766,1.0,34.0,37.0,38.0,32.0,87.0,1
image_432,143.375,36.394,34.0,207.0,151.4145,39.213,37.0,220.0,159.3224,38.333,44.0,226.0,149.9122,38.2443,36.901,216.797,15.9571,14.6654,1462.6232,0.3681,0.0557,0.9977,304.0,17.4356,1.0,58.0,64.25,63.0,26.0,159.0,1
